,timepoint,cloudcover,highcloud,midcloud,lowcloud,rh_profile,wind_profile,temp2m,lifted_index,rh2m,msl_pressure,prec_type,prec_amount,snow_depth,wind10m.direction,wind10m.speed,country
10,33,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': 9}, {'layer': '850mb', 'rh': 9}, {'layer': '800mb', 'rh': 4}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 5}, {'layer': '600mb', 'rh': 7}, {'layer': '550mb', 'rh': 9}, {'layer': '500mb', 'rh': 10}, {'layer': '450mb', 'rh': 3}, {'layer': '400mb', 'rh': 8}, {'layer': '350mb', 'rh': 11}, {'layer': '300mb', 'rh': 13}, {'layer': '250mb', 'rh': 10}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': 345, 'speed': 3}, {'layer': '850mb', 'direction': 345, 'speed': 3}, {'layer': '800mb', 'direction': 295, 'speed': 3}, {'layer': '750mb', 'direction': 290, 'speed': 5}, {'layer': '700mb', 'direction': 275, 'speed': 5}, {'layer': '650mb', 'direction': 255, 'speed': 5}, {'layer': '600mb', 'direction': 265, 'speed': 6}, {'layer': '550mb', 'direction': 265, 'speed': 6}, {'layer': '500mb', 'direction': 265, 'speed': 6}, {'layer': '450mb', 'direction': 260, 'speed': 7}, {'layer': '400mb', 'direction': 255, 'speed': 7}, {'layer': '350mb', 'direction': 260, 'speed': 8}, {'layer': '300mb', 'direction': 255, 'speed': 10}, {'layer': '250mb', 'direction': 250, 'speed': 12}, {'layer': '200mb', 'direction': 260, 'speed': 8}]",1,15,13,1010,none,0,0,315,2,USA
11,36,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': 8}, {'layer': '850mb', 'rh': 8}, {'layer': '800mb', 'rh': 3}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': 5}, {'layer': '650mb', 'rh': 5}, {'layer': '600mb', 'rh': 7}, {'layer': '550mb', 'rh': 14}, {'layer': '500mb', 'rh': 15}, {'layer': '450mb', 'rh': 15}, {'layer': '400mb', 'rh': 16}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 16}, {'layer': '250mb', 'rh': 14}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': 45, 'speed': 3}, {'layer': '850mb', 'direction': 60, 'speed': 2}, {'layer': '800mb', 'direction': 285, 'speed': 2}, {'layer': '750mb', 'direction': 275, 'speed': 3}, {'layer': '700mb', 'direction': 245, 'speed': 5}, {'layer': '650mb', 'direction': 245, 'speed': 5}, {'layer': '600mb', 'direction': 240, 'speed': 5}, {'layer': '550mb', 'direction': 240, 'speed': 5}, {'layer': '500mb', 'direction': 255, 'speed': 5}, {'layer': '450mb', 'direction': 250, 'speed': 6}, {'layer': '400mb', 'direction': 250, 'speed': 6}, {'layer': '350mb', 'direction': 250, 'speed': 8}, {'layer': '300mb', 'direction': 250, 'speed': 10}, {'layer': '250mb', 'direction': 245, 'speed': 11}, {'layer': '200mb', 'direction': 255, 'speed': 10}]",1,15,12,1009,none,0,0,25,2,USA
12,39,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': 8}, {'layer': '850mb', 'rh': 7}, {'layer': '800mb', 'rh': 7}, {'layer': '750mb', 'rh': 3}, {'layer': '700mb', 'rh': 8}, {'layer': '650mb', 'rh': 11}, {'layer': '600mb', 'rh': 12}, {'layer': '550mb', 'rh': 12}, {'layer': '500mb', 'rh': 14}, {'layer': '450mb', 'rh': 12}, {'layer': '400mb', 'rh': 14}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 16}, {'layer': '250mb', 'rh': 6}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': 75, 'speed': 3}, {'layer': '850mb', 'direction': 100, 'speed': 3}, {'layer': '800mb', 'direction': 155, 'speed': 3}, {'layer': '750mb', 'direction': 190, 'speed': 4}, {'layer': '700mb', 'direction': 215, 'speed': 4}, {'layer': '650mb', 'direction': 240, 'speed': 4}, {'layer': '600mb', 'direction': 235, 'speed': 4}, {'layer': '550mb', 'direction': 230, 'speed': 5}, {'layer': '500mb', 'direction': 230, 'speed': 5}, {'layer': '450mb', 'direction': 260, 'speed': 6}, {'layer': '400mb', 'direction': 245, 'speed': 6}, {'layer': '350mb', 'direction': 240, 'speed': 7}, {'layer': '300mb', 'direction': 230, 'speed': 10}, {'layer': '250mb', 'direction': 235, 'speed': 10}, {'layer': '200mb', 'direction': 250, 'speed': 9}]",2,15,10,1009,none,0,0,75,2,USA
13,42,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': 7}, {'layer': '850mb', 'rh': 7}, {'layer': '800mb', 'rh': 8}, {'layer': '750mb', 'rh': 7}, {'layer': '700mb', 'rh': 7}, {'layer': '650mb', 'rh': 7}, {'layer': '600mb', 'rh': 14}, {'layer': '550mb', 'rh': 13}, {'layer': '500mb', 'rh': 11}, {'layer': '450mb', 'rh': 14}, {'layer': '400mb', 'rh': 12}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 13}, {'layer': '250mb', 'rh': 0}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': 80, 'speed': 3}, {'layer': '850mb', 'direction': 95, 'speed': 4}, {'layer': '800mb', 'direction': 130, 'speed': 3}, {'layer': '750mb', 'direction': 180, 'speed': 4}, {'layer': '700mb', 'direction': 210, 'speed': 3}, {'layer': '650mb', 'direction': 225, 'speed': 4}, {'layer': '600mb', 'direction': 230, 'speed': 5}, {'layer': '550mb', 'direction': 230, 'speed': 5}, {'layer': '500mb', 'direction': 235, 'speed': 4}, {'layer': '450mb', 'direction': 225, 'speed': 5}, {'layer': '400mb', 'direction': 235, 'speed': 6}, {'layer': '350mb', 'direction': 225, 'speed': 8}, {'layer': '300mb', 'direction': 220, 'speed': 9}, {'layer': '250mb', 'direction': 235, 'speed': 8}, {'layer': '200mb', 'direction': 245, 'speed': 8}]",6,10,5,1008,none,0,0,70,3,USA
14,45,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': 5}, {'layer': '850mb', 'rh': 8}, {'layer': '800mb', 'rh': 10}, {'layer': '750mb', 'rh': 12}, {'layer': '700mb', 'rh': 14}, {'layer': '650mb', 'rh': 14}, {'layer': '600mb', 'rh': 15}, {'layer': '550mb', 'rh': 15}, {'layer': '500mb', 'rh': 16}, {'layer': '450mb', 'rh': 16}, {'layer': '400mb', 'rh': 16}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 8}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': 55, 'speed': 4}, {'layer': '850mb', 'direction': 60, 'speed': 4}, {'layer': '800mb', 'direction': 85, 'speed': 3}, {'layer': '750mb', 'direction': 120, 'speed': 2}, {'layer': '700mb', 'direction': 175, 'speed': 2}, {'layer': '650mb', 'direction': 150, 'speed': 3}, {'layer': '600mb', 'direction': 160, 'speed': 2}, {'layer': '550mb', 'direction': 160, 'speed': 2}, {'layer': '500mb', 'direction': 165, 'speed': 3}, {'layer': '450mb', 'direction': 155, 'speed': 3}, {'layer': '400mb', 'direction': 135, 'speed': 3}, {'layer': '350mb', 'direction': 195, 'speed': 3}, {'layer': '300mb', 'direction': 230, 'speed': 5}, {'layer': '250mb', 'direction': 230, 'speed': 6}, {'layer': '200mb', 'direction': 250, 'speed': 6}]",7,10,5,1007,none,0,0,50,3,USA
15,48,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 8}, {'layer': '800mb', 'rh': 12}, {'layer': '750mb', 'rh': 15}, {'layer': '700mb', 'rh': 15}, {'layer': '650mb', 'rh': 15}, {'layer': '600mb', 'rh': 15}, {'layer': '550mb', 'rh': 16}, {'layer': '500mb', 'rh': 16}, {'layer': '450mb', 'rh': 15}, {'layer': '400mb', 'rh': 15}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 16}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': 25, 'speed': 5}, {'layer': '850mb', 'direction': 40, 'speed': 5}, {'layer': '800mb', 'direction': 45, 'speed': 5}, {'layer': '750mb', 'direction': 50, 'speed': 5}, {'layer': '700mb', 'direction': 40, 'speed': 4}, {'layer': '650mb', 'direction': 20, 'speed': 3}, {'layer': '600mb', 'direction': 25, 'speed': 3}, {'layer': '550mb', 'direction': 20, 'speed': 3}, {'layer': '500mb', 'direction': 15, 'speed': 3}, {'layer': '450mb', 'direction': 35, 'speed': 2}, {'layer': '400mb', 'direction': 115, 'speed': 2}, {'layer': '350mb', 'direction': 55, 'speed': 2}, {'layer': '300mb', 'direction': 20, 'speed': 3}, {'layer': '250mb', 'direction': 270, 'speed': 3}, {'layer': '200mb', 'direction': 265, 'speed': 6}]",3,10,11,1013,rain,1,1,30,3,USA
16,51,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': 15}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 7}, {'layer': '750mb', 'rh': 14}, {'layer': '700mb', 'rh': 15}, {'layer': '650mb', 'rh': 15}, {'layer': '600mb', 'rh': 15}, {'layer': '550mb', 'rh': 15}, {'layer': '500mb', 'rh': 16}, {'layer': '450mb', 'rh': 15}, {'layer': '400mb', 'rh': 15}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 16}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': 0, 'speed': 4}, {'layer': '850mb', 'direction': 20, 'speed': 5}, {'layer': '800mb', 'direction': 25, 'speed': 5}, {'layer': '750mb', 'direction': 25, 'speed': 5}, {'layer': '700mb', 'direction': 30, 'speed': 5}, {'layer': '650mb', 'direction': 25, 'speed': 5}, {'layer': '600mb', 'direction': 10, 'speed': 5}, {'layer': '550mb', 'direction': 5, 'speed': 5}, {'layer': '500mb', 'direction': 5, 'speed': 5}, {'layer': '450mb', 'direction': 355, 'speed': 5}, {'layer': '400mb', 'direction': 0, 'speed': 5}, {'layer': '350mb', 'direction': 15, 'speed': 4}, {'layer': '300mb', 'direction': 30, 'speed': 4}, {'layer': '250mb', 'direction': 335, 'speed': 5}, {'layer': '200mb', 'direction': 280, 'speed': 6}]",1,15,13,1018,snow,1,1,350,3,USA
17,54,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 9}, {'layer': '800mb', 'rh': 7}, {'layer': '750mb', 'rh': 4}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 3}, {'layer': '600mb', 'rh': 13}, {'layer': '550mb', 'rh': 8}, {'layer': '500mb', 'rh': 7}, {'layer': '450mb', 'rh': 9}, {'layer': '400mb', 'rh': 8}, {'layer': '350mb', 'rh': 14}, {'layer': '300mb', 'rh': 14}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': 350, 'speed': 5}, {'layer': '850mb', 'direction': 10, 'speed': 5}, {'layer': '800mb', 'direction': 15, 'speed': 5}, {'layer': '750mb', 'direction': 10, 'speed': 5}, {'layer': '700mb', 'direction': 5, 'speed': 5}, {'layer': '650mb', 'direction': 10, 'speed': 5}, {'layer': '600mb', 'direction': 5, 'speed': 5}, {'layer': '550mb', 'direction': 0, 'speed': 5}, {'layer': '500mb', 'direction': 355, 'speed': 5}, {'layer': '450mb', 'direction': 355, 'speed': 5}, {'layer': '400mb', 'direction': 355, 'speed': 5}, {'layer': '350mb', 'direction': 355, 'speed': 5}, {'layer': '300mb', 'direction': 345, 'speed': 6}, {'layer': '250mb', 'direction': 345, 'speed': 5}, {'layer': '200mb', 'direction': 290, 'speed': 6}]",-1,15,12,1024,snow,1,1,335,3,USA
18,57,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 7}, {'layer': '800mb', 'rh': 5}, {'layer': '750mb', 'rh': 4}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 0}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': 3}, {'layer': '450mb', 'rh': 4}, {'layer': '400mb', 'rh': 1}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': 2}, {'layer': '250mb', 'rh': 5}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': 345, 'speed': 5}, {'layer': '850mb', 'direction': 355, 'speed': 5}, {'layer': '800mb', 'direction': 355, 'speed': 5}, {'layer': '750mb', 'direction': 350, 'speed': 5}, {'layer': '700mb', 'direction': 350, 'speed': 5}, {'layer': '650mb', 'direction': 355, 'speed': 5}, {'layer': '600mb', 'direction': 0, 'speed': 5}, {'layer': '550mb', 'direction': 345, 'speed': 5}, {'layer': '500mb', 'direction': 330, 'speed': 5}, {'layer': '450mb', 'direction': 335, 'speed': 6}, {'layer': '400mb', 'direction': 330, 'speed': 6}, {'layer': '350mb', 'direction': 325, 'speed': 6}, {'layer': '300mb', 'direction': 330, 'speed': 6}, {'layer': '250mb', 'direction': 320, 'speed': 6}, {'layer': '200mb', 'direction': 300, 'speed': 6}]",-2,15,12,1027,none,1,1,320,3,USA
19,60,3,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 7}, {'layer': '800mb', 'rh': 5}, {'layer': '750mb', 'rh': 3}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': 5}, {'layer': '450mb', 'rh': 4}, {'layer': '400mb', 'rh': 3}, {'layer': '350mb', 'rh': 3}, {'layer': '300mb', 'rh': 5}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': 345, 'speed': 5}, {'layer': '850mb', 'direction': 345, 'speed': 5}, {'layer': '800mb', 'direction': 340, 'speed': 5}, {'layer': '750mb', 'direction': 340, 'speed': 5}, {'layer': '700mb', 'direction': 340, 'speed': 5}, {'layer': '650mb', 'direction': 335, 'speed': 5}, {'layer': '600mb', 'direction': 330, 'speed': 5}, {'layer': '550mb', 'direction': 320, 'speed': 5}, {'layer': '500mb', 'direction': 315, 'speed': 6}, {'layer': '450mb', 'direction': 310, 'speed': 6}, {'layer': '400mb', 'direction': 315, 'speed': 6}, {'layer': '350mb', 'direction': 310, 'speed': 6}, {'layer': '300mb', 'direction': 315, 'speed': 6}, {'layer': '250mb', 'direction': 320, 'speed': 6}, {'layer': '200mb', 'direction': 310, 'speed': 7}]",-2,15,13,1029,none,1,1,310,3,USA
20,63,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 8}, {'layer': '800mb', 'rh': 4}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': 0}, {'layer': '500mb', 'rh': 3}, {'layer': '450mb', 'rh': 4}, {'layer': '400mb', 'rh': 6}, {'layer': '350mb', 'rh': 8}, {'layer': '300mb', 'rh': 5}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': 340, 'speed': 4}, {'layer': '850mb', 'direction': 335, 'speed': 5}, {'layer': '800mb', 'direction': 335, 'speed': 5}, {'layer': '750mb', 'direction': 335, 'speed': 5}, {'layer': '700mb', 'direction': 335, 'speed': 5}, {'layer': '650mb', 'direction': 325, 'speed': 5}, {'layer': '600mb', 'direction': 310, 'speed': 5}, {'layer': '550mb', 'direction': 310, 'speed': 6}, {'layer': '500mb', 'direction': 315, 'speed': 6}, {'layer': '450mb', 'direction': 310, 'speed': 6}, {'layer': '400mb', 'direction': 310, 'speed': 7}, {'layer': '350mb', 'direction': 310, 'speed': 7}, {'layer': '300mb', 'direction': 320, 'speed': 7}, {'layer': '250mb', 'direction': 335, 'speed': 8}, {'layer': '200mb', 'direction': 320, 'speed': 8}]",-2,15,12,1030,none,1,1,310,2,USA
21,66,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 5}, {'layer': '750mb', 'rh': 2}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': 0}, {'layer': '550mb', 'rh': 4}, {'layer': '500mb', 'rh': 3}, {'layer': '450mb', 'rh': 4}, {'layer': '400mb', 'rh': -1}, {'layer': '350mb', 'rh': 2}, {'layer': '300mb', 'rh': 7}, {'layer': '250mb', 'rh': 6}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': 310, 'speed': 3}, {'layer': '850mb', 'direction': 315, 'speed': 4}, {'layer': '800mb', 'direction': 320, 'speed': 5}, {'layer': '750mb', 'direction': 325, 'speed': 5}, {'layer': '700mb', 'direction': 320, 'speed': 5}, {'layer': '650mb', 'direction': 310, 'speed': 5}, {'layer': '600mb', 'direction': 315, 'speed': 5}, {'layer': '550mb', 'direction': 315, 'speed': 6}, {'layer': '500mb', 'direction': 315, 'speed': 6}, {'layer': '450mb', 'direction': 315, 'speed': 6}, {'layer': '400mb', 'direction': 310, 'speed': 7}, {'layer': '350mb', 'direction': 320, 'speed': 8}, {'layer': '300mb', 'direction': 330, 'speed': 8}, {'layer': '250mb', 'direction': 335, 'speed': 9}, {'layer': '200mb', 'direction': 320, 'speed': 10}]",4,15,7,1029,none,1,0,300,3,USA
22,69,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': 9}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 4}, {'layer': '750mb', 'rh': 6}, {'layer': '700mb', 'rh': 3}, {'layer': '650mb', 'rh': 4}, {'layer': '600mb', 'rh': 4}, {'layer': '550mb', 'rh': 4}, {'layer': '500mb', 'rh': -1}, {'layer': '450mb', 'rh': 0}, {'layer': '400mb', 'rh': 0}, {'layer': '350mb', 'rh': 6}, {'layer': '300mb', 'rh': 7}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': 305, 'speed': 3}, {'layer': '850mb', 'direction': 305, 'speed': 3}, {'layer': '800mb', 'direction': 305, 'speed': 4}, {'layer': '750mb', 'direction': 310, 'speed': 5}, {'layer': '700mb', 'direction': 310, 'speed': 5}, {'layer': '650mb', 'direction': 315, 'speed': 6}, {'layer': '600mb', 'direction': 315, 'speed': 6}, {'layer': '550mb', 'direction': 315, 'speed': 6}, {'layer': '500mb', 'direction': 315, 'speed': 7}, {'layer': '450mb', 'direction': 325, 'speed': 7}, {'layer': '400mb', 'direction': 330, 'speed': 8}, {'layer': '350mb', 'direction': 330, 'speed': 9}, {'layer': '300mb', 'direction': 335, 'speed': 9}, {'layer': '250mb', 'direction': 335, 'speed': 10}, {'layer': '200mb', 'direction': 320, 'speed': 13}]",7,10,6,1026,none,1,0,305,3,USA
23,72,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': 9}, {'layer': '850mb', 'rh': 9}, {'layer': '800mb', 'rh': 8}, {'layer': '750mb', 'rh': 7}, {'layer': '700mb', 'rh': 3}, {'layer': '650mb', 'rh': 0}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -1}, {'layer': '450mb', 'rh': 0}, {'layer': '400mb', 'rh': 0}, {'layer': '350mb', 'rh': 7}, {'layer': '300mb', 'rh': 15}, {'layer': '250mb', 'rh': 7}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': 305, 'speed': 3}, {'layer': '850mb', 'direction': 305, 'speed': 4}, {'layer': '800mb', 'direction': 310, 'speed': 5}, {'layer': '750mb', 'direction': 310, 'speed': 5}, {'layer': '700mb', 'direction': 320, 'speed': 5}, {'layer': '650mb', 'direction': 320, 'speed': 6}, {'layer': '600mb', 'direction': 325, 'speed': 6}, {'layer': '550mb', 'direction': 325, 'speed': 6}, {'layer': '500mb', 'direction': 330, 'speed': 7}, {'layer': '450mb', 'direction': 335, 'speed': 8}, {'layer': '400mb', 'direction': 330, 'speed': 10}, {'layer': '350mb', 'direction': 335, 'speed': 11}, {'layer': '300mb', 'direction': 335, 'speed': 12}, {'layer': '250mb', 'direction': 350, 'speed': 12}, {'layer': '200mb', 'direction': 315, 'speed': 13}]",3,15,10,1028,none,1,0,310,2,USA
24,75,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': 9}, {'layer': '850mb', 'rh': 7}, {'layer': '800mb', 'rh': 4}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': -1}, {'layer': '500mb', 'rh': 0}, {'layer': '450mb', 'rh': 0}, {'layer': '400mb', 'rh': 4}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': 6}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': 330, 'speed': 3}, {'layer': '850mb', 'direction': 315, 'speed': 4}, {'layer': '800mb', 'direction': 320, 'speed': 5}, {'layer': '750mb', 'direction': 320, 'speed': 5}, {'layer': '700mb', 'direction': 315, 'speed': 5}, {'layer': '650mb', 'direction': 315, 'speed': 6}, {'layer': '600mb', 'direction': 320, 'speed': 6}, {'layer': '550mb', 'direction': 335, 'speed': 6}, {'layer': '500mb', 'direction': 340, 'speed': 7}, {'layer': '450mb', 'direction': 335, 'speed': 8}, {'layer': '400mb', 'direction': 335, 'speed': 9}, {'layer': '350mb', 'direction': 340, 'speed': 11}, {'layer': '300mb', 'direction': 340, 'speed': 11}, {'layer': '250mb', 'direction': 325, 'speed': 11}, {'layer': '200mb', 'direction': 310, 'speed': 12}]",1,15,12,1028,none,1,0,305,2,USA
25,78,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 7}, {'layer': '800mb', 'rh': 4}, {'layer': '750mb', 'rh': 3}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': 0}, {'layer': '500mb', 'rh': 1}, {'layer': '450mb', 'rh': 2}, {'layer': '400mb', 'rh': 2}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': 10}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': 325, 'speed': 2}, {'layer': '850mb', 'direction': 295, 'speed': 3}, {'layer': '800mb', 'direction': 295, 'speed': 4}, {'layer': '750mb', 'direction': 310, 'speed': 5}, {'layer': '700mb', 'direction': 320, 'speed': 5}, {'layer': '650mb', 'direction': 325, 'speed': 5}, {'layer': '600mb', 'direction': 330, 'speed': 6}, {'layer': '550mb', 'direction': 335, 'speed': 6}, {'layer': '500mb', 'direction': 325, 'speed': 7}, {'layer': '450mb', 'direction': 330, 'speed': 8}, {'layer': '400mb', 'direction': 330, 'speed': 8}, {'layer': '350mb', 'direction': 335, 'speed': 9}, {'layer': '300mb', 'direction': 330, 'speed': 9}, {'layer': '250mb', 'direction': 320, 'speed': 10}, {'layer': '200mb', 'direction': 310, 'speed': 11}]",0,15,13,1030,none,1,0,335,2,USA
26,81,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 6}, {'layer': '800mb', 'rh': 2}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -1}, {'layer': '500mb', 'rh': 7}, {'layer': '450mb', 'rh': 2}, {'layer': '400mb', 'rh': 1}, {'layer': '350mb', 'rh': 2}, {'layer': '300mb', 'rh': 5}, {'layer': '250mb', 'rh': 3}, {'layer': '200mb', 'rh': 7}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': 160, 'speed': 2}, {'layer': '850mb', 'direction': 290, 'speed': 3}, {'layer': '800mb', 'direction': 305, 'speed': 4}, {'layer': '750mb', 'direction': 310, 'speed': 5}, {'layer': '700mb', 'direction': 315, 'speed': 5}, {'layer': '650mb', 'direction': 320, 'speed': 5}, {'layer': '600mb', 'direction': 325, 'speed': 5}, {'layer': '550mb', 'direction': 325, 'speed': 6}, {'layer': '500mb', 'direction': 325, 'speed': 7}, {'layer': '450mb', 'direction': 330, 'speed': 7}, {'layer': '400mb', 'direction': 325, 'speed': 7}, {'layer': '350mb', 'direction': 325, 'speed': 8}, {'layer': '300mb', 'direction': 325, 'speed': 8}, {'layer': '250mb', 'direction': 315, 'speed': 8}, {'layer': '200mb', 'direction': 320, 'speed': 9}]",-1,15,13,1030,none,1,0,110,2,USA
